TABELA CEST 2018;;;;;;;;;;;;;
BUSCA AUTOMÁTICA:;;;;;;;;;;;;;
NCM;DESCRIÇÃO;Início de vigência;CEST;SEGMENTO;;;;;;;;;
02109900;02109900 - Carne de gado bovino, ovino e bufalino e produtos comestíveis resultantes da matança desse gado submetidos à salga, secagem ou desidratação;01/07/2017;1708300;Produtos alimentícios;;;;;;;;;
1502;1502 - Carne de gado bovino, ovino e bufalino e produtos comestíveis resultantes da matança desse gado submetidos à salga, secagem ou desidratação;01/07/2017;1708300;Produtos alimentícios;;;;;;;;;
0201;0201 - Carne de gado bovino, ovino e bufalino e demais produtos comestíveis resultantes da matança desse gado frescos, refrigerados ou congelados;01/07/2017;1708400;Produtos alimentícios;;;;;;;;;
0202;0202 - Carne de gado bovino, ovino e bufalino e demais produtos comestíveis resultantes da matança desse gado frescos, refrigerados ou congelados;01/07/2017;1708400;Produtos alimentícios;;;;;;;;;
0204;0204 - Carne de gado bovino, ovino e bufalino e demais produtos comestíveis resultantes da matança desse gado frescos, refrigerados ou congelados;01/07/2017;1708400;Produtos alimentícios;;;;;;;;;
0206;0206 - Carne de gado bovino, ovino e bufalino e demais produtos comestíveis resultantes da matança desse gado frescos, refrigerados ou congelados;01/07/2017;1708400;Produtos alimentícios;;;;;;;;;
0204;0204 - Carnes de animais das espécies caprina, frescas, refrigeradas ou congeladas;01/07/2017;1708500;Produtos alimentícios;;;;;;;;;
15021019;15021019 - Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados ou salmourados resultantes do abate de caprinos;01/07/2017;1708600;Produtos alimentícios;;;;;;;;;
15029000;15029000 - Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados ou salmourados resultantes do abate de caprinos;01/07/2017;1708600;Produtos alimentícios;;;;;;;;;
02109900;02109900 - Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados ou salmourados resultantes do abate de caprinos;01/07/2017;1708600;Produtos alimentícios;;;;;;;;;
0209;0209 - Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de aves, exceto os descritos no CEST 17.087.02;01/07/2017;1708700;Produtos alimentícios;;;;;;;;;
02109900;02109900 - Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de aves, exceto os descritos no CEST 17.087.02;01/07/2017;1708700;Produtos alimentícios;;;;;;;;;
1501;1501 - Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de aves, exceto os descritos no CEST 17.087.02;01/07/2017;1708700;Produtos alimentícios;;;;;;;;;
0207;0207 - Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de aves, exceto os descritos no CEST 17.087.02;01/07/2017;1708700;Produtos alimentícios;;;;;;;;;
0206;0206 - Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de suínos;01/07/2017;1708701;Produtos alimentícios;;;;;;;;;
0209;0209 - Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de suínos;01/07/2017;1708701;Produtos alimentícios;;;;;;;;;
02101;02101 - Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de suínos;01/07/2017;1708701;Produtos alimentícios;;;;;;;;;
02109900;02109900 - Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de suínos;01/07/2017;1708701;Produtos alimentícios;;;;;;;;;
1501;1501 - Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de suínos;01/07/2017;1708701;Produtos alimentícios;;;;;;;;;
0203;0203 - Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de suínos;01/07/2017;1708701;Produtos alimentícios;;;;;;;;;
02072;02072 - Carnes de aves inteiras e com peso unitário superior a 3 kg, temperadas;01/07/2017;1708702;Produtos alimentícios;;;;;;;;;
02071;02071 - Carnes de aves inteiras e com peso unitário superior a 3 kg, temperadas;01/07/2017;1708702;Produtos alimentícios;;;;;;;;;
0710;0710 - Produtos hortícolas, cozidos em água ou vapor, congelados, em embalagens de conteúdo inferior ou igual a 1 kg;01/07/2017;1708800;Produtos alimentícios;;;;;;;;;
0710;0710 - Produtos hortícolas, cozidos em água ou vapor, congelados, em embalagens de conteúdo superior a 1 kg;01/07/2017;1708801;Produtos alimentícios;;;;;;;;;
0811;0811 - Frutas, não cozidas ou cozidas em água ou vapor, congeladas, mesmo adicionadas de açúcar ou de outros edulcorantes, em embalagens de conteúdo inferior ou igual a 1 kg;01/07/2017;1708900;Produtos alimentícios;;;;;;;;;
0811;0811 - Frutas, não cozidas ou cozidas em água ou vapor, congeladas, mesmo adicionadas de açúcar ou de outros edulcorantes, em embalagens de conteúdo superior a 1 kg;01/07/2017;1708901;Produtos alimentícios;;;;;;;;;
2001;2001 - Produtos hortícolas, frutas e outras partes comestíveis de plantas, preparados ou conservados em vinagre ou em ácido acético, em embalagens de conteúdo inferior ou igual a 1 kg;01/07/2017;1709000;Produtos alimentícios;;;;;;;;;
2001;2001 - Produtos hortícolas, frutas e outras partes comestíveis de plantas, preparados ou conservados em vinagre ou em ácido acético, em embalagens de conteúdo superior a 1 kg;01/07/2017;1709001;Produtos alimentícios;;;;;;;;;
2004;2004 - Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, congelados, com exceção dos produtos da posição 20.06, em embalagens de conteúdo inferior ou igual a 1 kg;01/07/2017;1709100;Produtos alimentícios;;;;;;;;;
2004;2004 - Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, congelados, com exceção dos produtos da posição 20.06, em embalagens de conteúdo superior a 1 kg;01/07/2017;1709101;Produtos alimentícios;;;;;;;;;
2005;2005 - Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, não congelados, com exceção dos produtos da posição 20.06, excluídos batata, inhame e mandioca fritos, em embalagens de conteúdo inferior ou igual a 1 kg;01/07/2017;1709200;Produtos alimentícios;;;;;;;;;
2005;2005 - Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, não congelados, com exceção dos produtos da posição 20.06, excluídos batata, inhame e mandioca fritos, em embalagens de conteúdo superior a 1 kg;01/07/2017;1709201;Produtos alimentícios;;;;;;;;;
20060000;20060000 - Produtos hortícolas, frutas, cascas de frutas e outras partes de plantas, conservados com açúcar (passados por calda, glaceados ou cristalizados), em embalagens de conteúdo inferior ou igual a 1 kg;01/07/2017;1709300;Produtos alimentícios;;;;;;;;;
20060000;20060000 - Produtos hortícolas, frutas, cascas de frutas e outras partes de plantas, conservados com açúcar (passados por calda, glaceados ou cristalizados), em embalagens de conteúdo superior a 1 kg;01/07/2017;1709301;Produtos alimentícios;;;;;;;;;
2007;2007 - Doces, geleias, ìmarmeladesî, purês e pastas de frutas, obtidos por cozimento, com ou sem adição de açúcar ou de outros edulcorantes, em embalagens de conteúdo inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g;01/07/2017;1709400;Produtos alimentícios;;;;;;;;;
2007;2007 - Doces, geleias, ìmarmeladesî, purês e pastas de frutas, obtidos por cozimento, com ou sem adição de açúcar ou de outros edulcorantes, em embalagens de conteúdo superior a 1 kg;01/07/2017;1709401;Produtos alimentícios;;;;;;;;;
2008;2008 - Frutas e outras partes comestíveis de plantas, preparadas ou conservadas de outro modo, com ou sem adição de açúcar ou de outros edulcorantes ou de álcool, não especificadas nem compreendidas em outras posições, excluídos os amendoins e castanhas tipo aperitivo, da posição 2008.1, em embalagens de conteúdo inferior ou igual a 1 kg;01/07/2017;1709500;Produtos alimentícios;;;;;;;;;
2008;2008 - Frutas e outras partes comestíveis de plantas, preparadas ou conservadas de outro modo, com ou sem adição de açúcar ou de outros edulcorantes ou de álcool, não especificadas nem compreendidas em outras posições, excluídos os amendoins e castanhas tipo aperitivo, da posição 2008.1, em embalagens superior a 1 kg;01/07/2017;1709501;Produtos alimentícios;;;;;;;;;
0901;0901 - Café torrado e moído, em embalagens de conteúdo inferior ou igual a 2 kg, exceto os classificados nos CEST 17.096.04 e 17.096.05;01/07/2017;1709600;Produtos alimentícios;;;;;;;;;
0901;0901 - Café torrado e moído, em embalagens de conteúdo superior a 2 kg;01/07/2017;1709601;Produtos alimentícios;;;;;;;;;
0901;0901 - Café torrado em grão, em embalagens de conteúdo inferior ou igual a 2 kg;01/07/2017;1709602;Produtos alimentícios;;;;;;;;;
0901;0901 - Café torrado em grão, em embalagens de conteúdo superior a 2 kg;01/07/2017;1709603;Produtos alimentícios;;;;;;;;;
0901;0901 - Café torrado e moído, em cápsulas, exceto os descritos no CEST 17.096.05;01/07/2017;1709604;Produtos alimentícios;;;;;;;;;
0901;0901 - Café descafeinado torrado e moído, em cápsulas;01/07/2017;1709605;Produtos alimentícios;;;;;;;;;
0902;0902 - Chá, mesmo aromatizado;01/07/2017;1709700;Produtos alimentícios;;;;;;;;;
12119090;12119090 - Chá, mesmo aromatizado;01/07/2017;1709700;Produtos alimentícios;;;;;;;;;
21069090;21069090 - Chá, mesmo aromatizado;01/07/2017;1709700;Produtos alimentícios;;;;;;;;;
090300;090300 - Mate;01/07/2017;1709800;Produtos alimentícios;;;;;;;;;
17011;17011 - Açúcar refinado, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;01/07/2017;1709900;Produtos alimentícios;;;;;;;;;
17019900;17019900 - Açúcar refinado, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;01/07/2017;1709900;Produtos alimentícios;;;;;;;;;
17011;17011 - Açúcar refinado, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg;01/07/2017;1709901;Produtos alimentícios;;;;;;;;;
17019900;17019900 - Açúcar refinado, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg;01/07/2017;1709901;Produtos alimentícios;;;;;;;;;
17011;17011 - Açúcar refinado, em embalagens de conteúdo superior a 5 kg;01/07/2017;1709902;Produtos alimentícios;;;;;;;;;
17019900;17019900 - Açúcar refinado, em embalagens de conteúdo superior a 5 kg;01/07/2017;1709902;Produtos alimentícios;;;;;;;;;
17019100;17019100 - Açúcar refinado adicionado de aromatizante ou de corante em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;01/07/2017;1710000;Produtos alimentícios;;;;;;;;;
17019100;17019100 - Açúcar refinado adicionado de aromatizante ou de corante em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg;01/07/2017;1710001;Produtos alimentícios;;;;;;;;;
17019100;17019100 - Açúcar refinado adicionado de aromatizante ou de corante em embalagens de conteúdo superior a 5 kg;01/07/2017;1710002;Produtos alimentícios;;;;;;;;;
17011;17011 - Açúcar cristal, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;01/07/2017;1710100;Produtos alimentícios;;;;;;;;;
17019900;17019900 - Açúcar cristal, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;01/07/2017;1710100;Produtos alimentícios;;;;;;;;;
17011;17011 - Açúcar cristal, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg;01/07/2017;1710101;Produtos alimentícios;;;;;;;;;
17019900;17019900 - Açúcar cristal, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg;01/07/2017;1710101;Produtos alimentícios;;;;;;;;;
17011;17011 - Açúcar cristal, em embalagens de conteúdo superior a 5 kg;01/07/2017;1710102;Produtos alimentícios;;;;;;;;;
17019900;17019900 - Açúcar cristal, em embalagens de conteúdo superior a 5 kg;01/07/2017;1710102;Produtos alimentícios;;;;;;;;;
17019100;17019100 - Açúcar cristal adicionado de aromatizante ou de corante, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;01/07/2017;1710200;Produtos alimentícios;;;;;;;;;
17019100;17019100 - Açúcar cristal adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg;01/07/2017;1710201;Produtos alimentícios;;;;;;;;;
170191;170191 - Açúcar cristal adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 5 kg;01/07/2017;1710202;Produtos alimentícios;;;;;;;;;
17011;17011 - Outros tipos de açúcar, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;01/07/2017;1710300;Produtos alimentícios;;;;;;;;;
17019900;17019900 - Outros tipos de açúcar, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;01/07/2017;1710300;Produtos alimentícios;;;;;;;;;
17011;17011 - Outros tipos de açúcar, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg;01/07/2017;1710301;Produtos alimentícios;;;;;;;;;
17019900;17019900 - Outros tipos de açúcar, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg;01/07/2017;1710301;Produtos alimentícios;;;;;;;;;
17011;17011 - Outros tipos de açúcar, em embalagens de conteúdo superior a 5 kg;01/07/2017;1710302;Produtos alimentícios;;;;;;;;;
17019900;17019900 - Outros tipos de açúcar, em embalagens de conteúdo superior a 5 kg;01/07/2017;1710302;Produtos alimentícios;;;;;;;;;
17019100;17019100 - Outros tipos de açúcar adicionado de aromatizante ou de corante, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;01/07/2017;1710400;Produtos alimentícios;;;;;;;;;
17019100;17019100 - Outros tipos de açúcar adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg;01/07/2017;1710401;Produtos alimentícios;;;;;;;;;
17019100;17019100 - Outros tipos de açúcar adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 5 kg;01/07/2017;1710402;Produtos alimentícios;;;;;;;;;
1702;1702 - Outros açúcares em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;01/07/2017;1710500;Produtos alimentícios;;;;;;;;;
1702;1702 - Outros açúcares, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg;01/07/2017;1710501;Produtos alimentícios;;;;;;;;;
1702;1702 - Outros açúcares, em embalagens de conteúdo superior a 5 kg;01/07/2017;1710502;Produtos alimentícios;;;;;;;;;
20081900;20081900 - Milho para pipoca (micro-ondas);01/07/2017;1710600;Produtos alimentícios;;;;;;;;;
21011;21011 - Extratos, essências e concentrados de café e preparações à base destes extratos, essências ou concentrados ou à base de café, em embalagens de conteúdo inferior ou igual a 500 g, exceto os classificados no CEST 17.107.01;01/07/2017;1710700;Produtos alimentícios;;;;;;;;;
21011;21011 - Extratos, essências e concentrados de café e preparações à base destes extratos, essências ou concentrados ou à base de café, em cápsulas;01/07/2017;1710701;Produtos alimentícios;;;;;;;;;
210120;210120 - Extratos, essências e concentrados de chá ou de mate e preparações à base destes extratos, essências ou concentrados ou à base de chá ou de mate, em embalagens de conteúdo inferior ou igual a 500 g, exceto as bebidas prontas à base de mate ou chá e os itens classificados no CEST 17.108.01;01/07/2017;1710800;Produtos alimentícios;;;;;;;;;
210120;210120 - Extratos, essências e concentrados de chá ou de mate e preparações à base destes extratos, essências ou concentrados ou à base de chá ou de mate, em cápsulas;01/07/2017;1710801;Produtos alimentícios;;;;;;;;;
19019090;19019090 - Preparações em pó para cappuccino e similares, em embalagens de conteúdo inferior ou igual a 500 g;01/07/2017;1710900;Produtos alimentícios;;;;;;;;;
21011190;21011190 - Preparações em pó para cappuccino e similares, em embalagens de conteúdo inferior ou igual a 500 g;01/07/2017;1710900;Produtos alimentícios;;;;;;;;;
21011200;21011200 - Preparações em pó para cappuccino e similares, em embalagens de conteúdo inferior ou igual a 500 g;01/07/2017;1710900;Produtos alimentícios;;;;;;;;;
22021000;22021000 - Refrescos e outras bebidas prontas para beber, à base de chá e mate;01/07/2017;1711000;Produtos alimentícios;;;;;;;;;
22021000;22021000 - Refrescos e outras bebidas não alcoólicas, exceto os refrigerantes e as demais bebidas nos CEST 03.007.00 e 17.110.00;01/07/2017;1711100;Produtos alimentícios;;;;;;;;;
22029900;22029900 - Néctares de frutas e outras bebidas não alcoólicas prontas para beber, exceto isotônicos e energéticos;01/07/2017;1711200;Produtos alimentícios;;;;;;;;;
210120;210120 - Bebidas prontas à base de mate ou chá;01/07/2017;1711300;Produtos alimentícios;;;;;;;;;
22029900;22029900 - Bebidas prontas à base de mate ou chá;01/07/2017;1711300;Produtos alimentícios;;;;;;;;;
22029900;22029900 - Bebidas prontas à base de café;01/07/2017;1711400;Produtos alimentícios;;;;;;;;;
22029900;22029900 - Bebidas alimentares prontas à base de soja, leite ou cacau, inclusive os produtos denominados bebidas lácteas;01/07/2017;1711500;Produtos alimentícios;;;;;;;;;
32131000;32131000 - Tinta guache;01/07/2017;1900100;Produtos de papelaria;;;;;;;;;
39162000;39162000 - Espiral - perfil para encadernação, de plástico e outros materiais classificados nas posições 3901 a 3914;01/07/2017;1900200;Produtos de papelaria;;;;;;;;;
39161000;39161000 - Outros espirais - perfil para encadernação, de plástico e outros materiais classificados nas posições 3901 a 3914;01/07/2017;1900300;Produtos de papelaria;;;;;;;;;
391690;391690 - Outros espirais - perfil para encadernação, de plástico e outros materiais classificados nas posições 3901 a 3914;01/07/2017;1900300;Produtos de papelaria;;;;;;;;;
39261000;39261000 - Artigos de escritório e artigos escolares de plástico e outros materiais classificados nas posições 3901 a 3914, exceto estojos;01/07/2017;1900400;Produtos de papelaria;;;;;;;;;
42021;42021 - Maletas e pastas para documentos e de estudante, e artefatos semelhantes;01/07/2017;1900500;Produtos de papelaria;;;;;;;;;
42029;42029 - Maletas e pastas para documentos e de estudante, e artefatos semelhantes;01/07/2017;1900500;Produtos de papelaria;;;;;;;;;
42021;42021 - Baús, malas e maletas para viagem;01/07/2017;1900501;Produtos de papelaria;;;;;;;;;
42029;42029 - Baús, malas e maletas para viagem;01/07/2017;1900501;Produtos de papelaria;;;;;;;;;
39269090;39269090 - Prancheta de plástico;01/07/2017;1900600;Produtos de papelaria;;;;;;;;;
48022090;48022090 - Bobina para fax;01/07/2017;1900700;Produtos de papelaria;;;;;;;;;
48119090;48119090 - Bobina para fax;01/07/2017;1900700;Produtos de papelaria;;;;;;;;;
4802549;4802549 - Papel seda;01/07/2017;1900800;Produtos de papelaria;;;;;;;;;
48025499;48025499 - Bobina para máquina de calcular, PDV ou equipamentos similares;01/07/2017;1900900;Produtos de papelaria;;;;;;;;;
48025799;48025799 - Bobina para máquina de calcular, PDV ou equipamentos similares;01/07/2017;1900900;Produtos de papelaria;;;;;;;;;
48162000;48162000 - Bobina para máquina de calcular, PDV ou equipamentos similares;01/07/2017;1900900;Produtos de papelaria;;;;;;;;;
4802569;"4802569 - Cartolina escolar e papel cartão, brancos e coloridos; recados auto adesivos (LP note); papéis de presente, todos cortados em tamanho pronto para uso escolar e doméstico";01/07/2017;1901000;Produtos de papelaria;;;;;;;;;
4802579;"4802579 - Cartolina escolar e papel cartão, brancos e coloridos; recados auto adesivos (LP note); papéis de presente, todos cortados em tamanho pronto para uso escolar e doméstico";01/07/2017;1901000;Produtos de papelaria;;;;;;;;;
4802589;"4802589 - Cartolina escolar e papel cartão, brancos e coloridos; recados auto adesivos (LP note); papéis de presente, todos cortados em tamanho pronto para uso escolar e doméstico";01/07/2017;1901000;Produtos de papelaria;;;;;;;;;
48022090;48022090 - Papel fotográfico, exceto: (i) os papéis fotográficos emulsionados com haleto de prata tipo brilhante, matte ou lustre, em rolo e, com largura igual ou superior a 102 mm e comprimento inferior ou igual a 350 m, (ii) os papéis fotográficos emulsionados com haleto de prata tipo brilhante ou fosco, em folha e com largura igual ou superior a 152 mm e comprimento inferior ou igual a 307 mm, (iii) papel de qualidade fotográfica com tecnologia ìThermo-autochromeî, que submetido a um processo de aquecimento seja capaz de formar imagens por reação química e combinação das camadas cyan, magenta e amarela;01/07/2017;1901100;Produtos de papelaria;;;;;;;;;
37031010;37031010 - Papel fotográfico, exceto: (i) os papéis fotográficos emulsionados com haleto de prata tipo brilhante, matte ou lustre, em rolo e, com largura igual ou superior a 102 mm e comprimento inferior ou igual a 350 m, (ii) os papéis fotográficos emulsionados com haleto de prata tipo brilhante ou fosco, em folha e com largura igual ou superior a 152 mm e comprimento inferior ou igual a 307 mm, (iii) papel de qualidade fotográfica com tecnologia ìThermo-autochromeî, que submetido a um processo de aquecimento seja capaz de formar imagens por reação química e combinação das camadas cyan, magenta e amarela;01/07/2017;1901100;Produtos de papelaria;;;;;;;;;
37031029;37031029 - Papel fotográfico, exceto: (i) os papéis fotográficos emulsionados com haleto de prata tipo brilhante, matte ou lustre, em rolo e, com largura igual ou superior a 102 mm e comprimento inferior ou igual a 350 m, (ii) os papéis fotográficos emulsionados com haleto de prata tipo brilhante ou fosco, em folha e com largura igual ou superior a 152 mm e comprimento inferior ou igual a 307 mm, (iii) papel de qualidade fotográfica com tecnologia ìThermo-autochromeî, que submetido a um processo de aquecimento seja capaz de formar imagens por reação química e combinação das camadas cyan, magenta e amarela;01/07/2017;1901100;Produtos de papelaria;;;;;;;;;
37032000;37032000 - Papel fotográfico, exceto: (i) os papéis fotográficos emulsionados com haleto de prata tipo brilhante, matte ou lustre, em rolo e, com largura igual ou superior a 102 mm e comprimento inferior ou igual a 350 m, (ii) os papéis fotográficos emulsionados com haleto de prata tipo brilhante ou fosco, em folha e com largura igual ou superior a 152 mm e comprimento inferior ou igual a 307 mm, (iii) papel de qualidade fotográfica com tecnologia ìThermo-autochromeî, que submetido a um processo de aquecimento seja capaz de formar imagens por reação química e combinação das camadas cyan, magenta e amarela;01/07/2017;1901100;Produtos de papelaria;;;;;;;;;
37039010;37039010 - Papel fotográfico, exceto: (i) os papéis fotográficos emulsionados com haleto de prata tipo brilhante, matte ou lustre, em rolo e, com largura igual ou superior a 102 mm e comprimento inferior ou igual a 350 m, (ii) os papéis fotográficos emulsionados com haleto de prata tipo brilhante ou fosco, em folha e com largura igual ou superior a 152 mm e comprimento inferior ou igual a 307 mm, (iii) papel de qualidade fotográfica com tecnologia ìThermo-autochromeî, que submetido a um processo de aquecimento seja capaz de formar imagens por reação química e combinação das camadas cyan, magenta e amarela;01/07/2017;1901100;Produtos de papelaria;;;;;;;;;
37040000;37040000 - Papel fotográfico, exceto: (i) os papéis fotográficos emulsionados com haleto de prata tipo brilhante, matte ou lustre, em rolo e, com largura igual ou superior a 102 mm e comprimento inferior ou igual a 350 m, (ii) os papéis fotográficos emulsionados com haleto de prata tipo brilhante ou fosco, em folha e com largura igual ou superior a 152 mm e comprimento inferior ou igual a 307 mm, (iii) papel de qualidade fotográfica com tecnologia ìThermo-autochromeî, que submetido a um processo de aquecimento seja capaz de formar imagens por reação química e combinação das camadas cyan, magenta e amarela;01/07/2017;1901100;Produtos de papelaria;;;;;;;;;
48022010;48022010 - Papel fotográfico, exceto: (i) os papéis fotográficos emulsionados com haleto de prata tipo brilhante, matte ou lustre, em rolo e, com largura igual ou superior a 102 mm e comprimento inferior ou igual a 350 m, (ii) os papéis fotográficos emulsionados com haleto de prata tipo brilhante ou fosco, em folha e com largura igual ou superior a 152 mm e comprimento inferior ou igual a 307 mm, (iii) papel de qualidade fotográfica com tecnologia ìThermo-autochromeî, que submetido a um processo de aquecimento seja capaz de formar imagens por reação química e combinação das camadas cyan, magenta e amarela;01/07/2017;1901100;Produtos de papelaria;;;;;;;;;
48101390;48101390 - Papel almaço;01/07/2017;1901200;Produtos de papelaria;;;;;;;;;
48169010;48169010 - Papel hectográfico;01/07/2017;1901300;Produtos de papelaria;;;;;;;;;
39202019;39202019 - Papel celofane e tipo celofane;01/07/2017;1901400;Produtos de papelaria;;;;;;;;;
48062000;48062000 - Papel impermeável;01/07/2017;1901500;Produtos de papelaria;;;;;;;;;
48081000;48081000 - Papel crepon;01/07/2017;1901600;Produtos de papelaria;;;;;;;;;
48102290;48102290 - Papel fantasia;01/07/2017;1901700;Produtos de papelaria;;;;;;;;;
4809;4809 - Papel-carbono, papel autocopiativo (exceto os vendidos em rolos de diâmetro igual ou superior a 60 cm e os vendidos em folhas de formato igual ou superior a 60 cm de altura e igual ou superior a 90 cm de largura) e outros papéis para cópia ou duplicação (incluídos os papéis para estênceis ou para chapas ofsete), estênceis completos e chapas ofsete, de papel, em folhas, mesmo acondicionados em caixas;01/07/2017;1901800;Produtos de papelaria;;;;;;;;;
4816;4816 - Papel-carbono, papel autocopiativo (exceto os vendidos em rolos de diâmetro igual ou superior a 60 cm e os vendidos em folhas de formato igual ou superior a 60 cm de altura e igual ou superior a 90 cm de largura) e outros papéis para cópia ou duplicação (incluídos os papéis para estênceis ou para chapas ofsete), estênceis completos e chapas ofsete, de papel, em folhas, mesmo acondicionados em caixas;01/07/2017;1901800;Produtos de papelaria;;;;;;;;;
4817;4817 - Envelopes, aerogramas, bilhetes-postais não ilustrados e cartões para correspondência, de papel ou cartão, caixas, sacos e semelhantes, de papel ou cartão, contendo um sortido de artigos para correspondência;01/07/2017;1901900;Produtos de papelaria;;;;;;;;;
48201000;48201000 - Livros de registro e de contabilidade, blocos de notas, de encomendas, de recibos, de apontamentos, de papel para cartas, agendas e artigos semelhantes;01/07/2017;1902000;Produtos de papelaria;;;;;;;;;
48202000;48202000 - Cadernos;01/07/2017;1902100;Produtos de papelaria;;;;;;;;;
48203000;48203000 - Classificadores, capas para encadernação (exceto as capas para livros) e capas de processos;01/07/2017;1902200;Produtos de papelaria;;;;;;;;;
48204000;48204000 - Formulários em blocos tipo ìmanifoldî, mesmo com folhas intercaladas de papel-carbono;01/07/2017;1902300;Produtos de papelaria;;;;;;;;;
48205000;48205000 - Álbuns para amostras ou para coleções;01/07/2017;1902400;Produtos de papelaria;;;;;;;;;
48209000;48209000 - Pastas para documentos, outros artigos escolares, de escritório ou de papelaria, de papel ou cartão e capas para livros, de papel ou cartão;01/07/2017;1902500;Produtos de papelaria;;;;;;;;;
49090000;49090000 - Cartões postais impressos ou ilustrados, cartões impressos com votos ou mensagens pessoais, mesmo ilustrados, com ou sem envelopes, guarnições ou aplicações (conhecidos como cartões de expressão social - de época/sentimento);01/07/2017;1902600;Produtos de papelaria;;;;;;;;;
96081000;96081000 - Canetas esferográficas;01/07/2017;1902700;Produtos de papelaria;;;;;;;;;
96082000;96082000 - Canetas e marcadores, com ponta de feltro ou com outras pontas porosas;01/07/2017;1902800;Produtos de papelaria;;;;;;;;;
96083000;96083000 - Canetas tinteiro;01/07/2017;1902900;Produtos de papelaria;;;;;;;;;
9608;"9608 - Outras canetas; sortidos de canetas";01/07/2017;1903000;Produtos de papelaria;;;;;;;;;
480256;480256 - Papel cortado ìcutsizeî (tipo A3, A4, ofício I e II, carta e outros);01/07/2017;1903100;Produtos de papelaria;;;;;;;;;
52105990;52105990 - Papel camurça;01/07/2017;1903200;Produtos de papelaria;;;;;;;;;
