TABELA CEST 2018;;;;
BUSCA AUTOMµTICA:;;;;
NCM;DESCRI€ÇO;In¡cio de vigˆncia;CEST;SEGMENTO
19053100;"19053100 - Biscoitos e bolachas derivados de farinha de trigo dos tipos ""cream cracker"" e "" gua e sal"" de consumo popular";01/07/2017;1705302;Produtos aliment¡cios
19053100;"19053100 - Biscoitos e bolachas nÆo derivados de farinha de trigo; (exceto dos tipos ""cream cracker"", "" gua e sal"", ""maisena"" e ""maria"" e outros de consumo popular que nÆo sejam adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denomina‡Æo comercial)";01/07/2017;1705400;Produtos aliment¡cios
19053100;"19053100 - Biscoitos e bolachas nÆo derivados de farinha de trigo dos tipos ""maisena"" e ""maria"" e outros de consumo popular que nÆo sejam adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denomina‡Æo comercial, exceto o CEST 17.054.02";01/07/2017;1705401;Produtos aliment¡cios
19053100;"19053100 - Biscoitos e bolachas nÆo derivados de farinha de trigo dos tipos ""cream cracker"" e "" gua e sal"" de consumo popular";01/07/2017;1705402;Produtos aliment¡cios
19059020;19059020 - Biscoitos e bolachas derivados de farinha de trigo dos tipos “cream cracker” e “ gua e sal”;01/07/2017;1705600;Produtos aliment¡cios
19059020;19059020 - Biscoitos e bolachas nÆo derivados de farinha de trigo dos tipos “cream cracker” e “ gua e sal”;01/07/2017;1705601;Produtos aliment¡cios
19059020;19059020 - Outras bolachas, exceto casquinhas para sorvete e os biscoitos e bolachas relacionados nos CEST 17.056.00 e 17.056.01;01/07/2017;1705602;Produtos aliment¡cios
19053200;19053200 - “Waffles” e “wafers” - sem cobertura;01/07/2017;1705700;Produtos aliment¡cios
19053200;19053200 - “Waffles” e “wafers” - com cobertura;01/07/2017;1705800;Produtos aliment¡cios
19054000;19054000 - Torradas, pÆo torrado e produtos semelhantes torrados;01/07/2017;1705900;Produtos aliment¡cios
19059010;19059010 - Outros pÆes de forma;01/07/2017;1706000;Produtos aliment¡cios
19059090;19059090 - Outros pÆes, exceto pÆo francˆs de at‚ 200 g;01/07/2017;1706200;Produtos aliment¡cios
19059090;"19059090 - Outros bolos industrializados e produtos de panifica‡Æo nÆo especificados anteriormente; exceto casquinhas para sorvete e pÆes";01/07/2017;1706201;Produtos aliment¡cios
19051000;19051000 - PÆo denominado knackebrot;01/07/2017;1706300;Produtos aliment¡cios
190590;190590 - Demais pÆes industrializados;01/07/2017;1706400;Produtos aliment¡cios
15079011;15079011 - àleo de soja refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conte£do inferior ou igual a 15 mililitros;01/07/2017;1706500;Produtos aliment¡cios
1508;1508 - àleo de amendoim refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conte£do inferior ou igual a 15 mililitros;01/07/2017;1706600;Produtos aliment¡cios
1509;1509 - Azeites de oliva, em recipientes com capacidade inferior a 2 litros, exceto as embalagens individuais de conte£do inferior ou igual a 20 mililitros;01/07/2017;1706700;Produtos aliment¡cios
1509;1509 - Azeites de oliva, em recipientes com capacidade igual ou superior a 2 litros e inferior ou igual a 5 litros;01/07/2017;1706701;Produtos aliment¡cios
1509;1509 - Azeites de oliva, em recipientes com capacidade superior a 5 litros;01/07/2017;1706702;Produtos aliment¡cios
15100000;15100000 - Outros ¢leos e respectivas fra‡äes, obtidos exclusivamente a partir de azeitonas, mesmo refinados, mas nÆo quimicamente modificados, e misturas desses ¢leos ou fra‡äes com ¢leos ou fra‡äes da posi‡Æo 15.09, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conte£do inferior ou igual a 15 mililitros;01/07/2017;1706800;Produtos aliment¡cios
15121911;15121911 - àleo de girassol em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conte£do inferior ou igual a 15 mililitros;01/07/2017;1706900;Produtos aliment¡cios
15122910;15122910 - àleo de algodÆo refinado em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conte£do inferior ou igual a 15 mililitros;01/07/2017;1706901;Produtos aliment¡cios
15141;15141 - àleo de canola, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conte£do inferior ou igual a 15 mililitros;01/07/2017;1707000;Produtos aliment¡cios
15151900;15151900 - àleo de linha‡a refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conte£do inferior ou igual a 15 mililitros;01/07/2017;1707100;Produtos aliment¡cios
15152910;15152910 - àleo de milho refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conte£do inferior ou igual a 15 mililitros;01/07/2017;1707200;Produtos aliment¡cios
15122990;15122990 - Outros ¢leos refinados, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conte£do inferior ou igual a 15 mililitros;01/07/2017;1707300;Produtos aliment¡cios
15179010;15179010 - Misturas de ¢leos refinados, para consumo humano, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conte£do inferior ou igual a 15 mililitros;01/07/2017;1707400;Produtos aliment¡cios
1518;1518 - Outros ¢leos vegetais comest¡veis nÆo especificados anteriormente;01/07/2017;1707500;Produtos aliment¡cios
1511;1511 - Outros ¢leos vegetais comest¡veis nÆo especificados anteriormente;01/07/2017;1707500;Produtos aliment¡cios
1513;1513 - Outros ¢leos vegetais comest¡veis nÆo especificados anteriormente;01/07/2017;1707500;Produtos aliment¡cios
1514;1514 - Outros ¢leos vegetais comest¡veis nÆo especificados anteriormente;01/07/2017;1707500;Produtos aliment¡cios
1515;1515 - Outros ¢leos vegetais comest¡veis nÆo especificados anteriormente;01/07/2017;1707500;Produtos aliment¡cios
1516;1516 - Outros ¢leos vegetais comest¡veis nÆo especificados anteriormente;01/07/2017;1707500;Produtos aliment¡cios
16010000;"16010000 - Enchidos (embutidos) e produtos semelhantes, de carne, miudezas ou sangue; exceto salsicha, lingui‡a e mortadela";01/07/2017;1707600;Produtos aliment¡cios
16010000;16010000 - Salsicha e lingui‡a, exceto as descritas nos CEST 17.077.01;01/07/2017;1707700;Produtos aliment¡cios
16010000;16010000 - Salsicha em lata;01/07/2017;1707701;Produtos aliment¡cios
16010000;16010000 - Mortadela;01/07/2017;1707800;Produtos aliment¡cios
1602;1602 - Outras prepara‡äes e conservas de carne, miudezas ou de sangue, exceto as descritas nos CEST 17.079.01, 17.079.02, 17.079.03, 17.079.04, 17.079.05, 17.079.06 e 17.079.07;01/07/2017;1707900;Produtos aliment¡cios
16023100;16023100 - Outras prepara‡äes e conservas de carne, de miudezas ou de sangue, de aves da posi‡Æo 01.05: de peruas e de perus.;01/07/2017;1707901;Produtos aliment¡cios
16023210;16023210 - Outras prepara‡äes e conservas de carne, de miudezas ou de sangue, de aves da posi‡Æo 01.05: de galos e de galinhas, com conte£do de carne ou de miudezas superior ou igual a 57 %, em peso, nÆo cozidas;01/07/2017;1707902;Produtos aliment¡cios
16023220;16023220 - Outras prepara‡äes e conservas de carne, de miudezas ou de sangue, todas de aves da posi‡Æo 01.05: de galos e de galinhas, com conte£do de carne ou de miudezas superior ou igual a 57 %, em peso, cozidas;01/07/2017;1707903;Produtos aliment¡cios
16024100;16024100 - Outras prepara‡äes e conservas de carne, de miudezas ou de sangue, da esp‚cie su¡na: pernas e respectivos peda‡os;01/07/2017;1707904;Produtos aliment¡cios
16024900;16024900 - Outras prepara‡äes e conservas de carne, de miudezas ou de sangue, da esp‚cie su¡na: outras, incluindo as misturas;01/07/2017;1707905;Produtos aliment¡cios
16025000;16025000 - Outras prepara‡äes e conservas de carne, de miudezas ou de sangue, da esp‚cie bovina, exceto os descritos no CEST 17.079.07;01/07/2017;1707906;Produtos aliment¡cios
16025000;16025000 - Apresuntado;01/07/2017;1707907;Produtos aliment¡cios
1604;"1604 - Prepara‡äes e conservas de peixes; caviar e seus sucedƒneos preparados a partir de ovas de peixe; exceto os descritos nos CEST 17.080.01 e 17.081.00";01/07/2017;1708000;Produtos aliment¡cios
16042010;16042010 - Outras prepara‡äes e conservas de atuns;01/07/2017;1708001;Produtos aliment¡cios
1604;1604 - Sardinha em conserva;01/07/2017;1708100;Produtos aliment¡cios
1605;1605 - Crust ceos, moluscos e outros invertebrados aqu ticos, preparados ou em conservas;01/07/2017;1708200;Produtos aliment¡cios
2102000;02102000 - Carne de gado bovino, ovino e bufalino e produtos comest¡veis resultantes da matan‡a desse gado submetidos … salga, secagem ou desidrata‡Æo;01/07/2017;1708300;Produtos aliment¡cios
2109900;02109900 - Carne de gado bovino, ovino e bufalino e produtos comest¡veis resultantes da matan‡a desse gado submetidos … salga, secagem ou desidrata‡Æo;01/07/2017;1708300;Produtos aliment¡cios
1502;1502 - Carne de gado bovino, ovino e bufalino e produtos comest¡veis resultantes da matan‡a desse gado submetidos … salga, secagem ou desidrata‡Æo;01/07/2017;1708300;Produtos aliment¡cios
201;0201 - Carne de gado bovino, ovino e bufalino e demais produtos comest¡veis resultantes da matan‡a desse gado frescos, refrigerados ou congelados;01/07/2017;1708400;Produtos aliment¡cios
202;0202 - Carne de gado bovino, ovino e bufalino e demais produtos comest¡veis resultantes da matan‡a desse gado frescos, refrigerados ou congelados;01/07/2017;1708400;Produtos aliment¡cios
204;0204 - Carne de gado bovino, ovino e bufalino e demais produtos comest¡veis resultantes da matan‡a desse gado frescos, refrigerados ou congelados;01/07/2017;1708400;Produtos aliment¡cios
206;0206 - Carne de gado bovino, ovino e bufalino e demais produtos comest¡veis resultantes da matan‡a desse gado frescos, refrigerados ou congelados;01/07/2017;1708400;Produtos aliment¡cios
204;0204 - Carnes de animais das esp‚cies caprina, frescas, refrigeradas ou congeladas;01/07/2017;1708500;Produtos aliment¡cios
15021019;15021019 - Carnes e demais produtos comest¡veis frescos, resfriados, congelados, salgados ou salmourados resultantes do abate de caprinos;01/07/2017;1708600;Produtos aliment¡cios
15029000;15029000 - Carnes e demais produtos comest¡veis frescos, resfriados, congelados, salgados ou salmourados resultantes do abate de caprinos;01/07/2017;1708600;Produtos aliment¡cios
2109900;02109900 - Carnes e demais produtos comest¡veis frescos, resfriados, congelados, salgados ou salmourados resultantes do abate de caprinos;01/07/2017;1708600;Produtos aliment¡cios
209;0209 - Carnes e demais produtos comest¡veis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de aves, exceto os descritos no CEST 17.087.02;01/07/2017;1708700;Produtos aliment¡cios
2109900;02109900 - Carnes e demais produtos comest¡veis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de aves, exceto os descritos no CEST 17.087.02;01/07/2017;1708700;Produtos aliment¡cios
1501;1501 - Carnes e demais produtos comest¡veis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de aves, exceto os descritos no CEST 17.087.02;01/07/2017;1708700;Produtos aliment¡cios
207;0207 - Carnes e demais produtos comest¡veis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de aves, exceto os descritos no CEST 17.087.02;01/07/2017;1708700;Produtos aliment¡cios
206;0206 - Carnes e demais produtos comest¡veis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de su¡nos;01/07/2017;1708701;Produtos aliment¡cios
209;0209 - Carnes e demais produtos comest¡veis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de su¡nos;01/07/2017;1708701;Produtos aliment¡cios
2101;02101 - Carnes e demais produtos comest¡veis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de su¡nos;01/07/2017;1708701;Produtos aliment¡cios
2109900;02109900 - Carnes e demais produtos comest¡veis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de su¡nos;01/07/2017;1708701;Produtos aliment¡cios
1501;1501 - Carnes e demais produtos comest¡veis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de su¡nos;01/07/2017;1708701;Produtos aliment¡cios
203;0203 - Carnes e demais produtos comest¡veis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de su¡nos;01/07/2017;1708701;Produtos aliment¡cios
2072;02072 - Carnes de aves inteiras e com peso unit rio superior a 3 kg, temperadas;01/07/2017;1708702;Produtos aliment¡cios
2071;02071 - Carnes de aves inteiras e com peso unit rio superior a 3 kg, temperadas;01/07/2017;1708702;Produtos aliment¡cios
710;0710 - Produtos hort¡colas, cozidos em  gua ou vapor, congelados, em embalagens de conte£do inferior ou igual a 1 kg;01/07/2017;1708800;Produtos aliment¡cios
710;0710 - Produtos hort¡colas, cozidos em  gua ou vapor, congelados, em embalagens de conte£do superior a 1 kg;01/07/2017;1708801;Produtos aliment¡cios
811;0811 - Frutas, nÆo cozidas ou cozidas em  gua ou vapor, congeladas, mesmo adicionadas de a‡£car ou de outros edulcorantes, em embalagens de conte£do inferior ou igual a 1 kg;01/07/2017;1708900;Produtos aliment¡cios
811;0811 - Frutas, nÆo cozidas ou cozidas em  gua ou vapor, congeladas, mesmo adicionadas de a‡£car ou de outros edulcorantes, em embalagens de conte£do superior a 1 kg;01/07/2017;1708901;Produtos aliment¡cios
2001;2001 - Produtos hort¡colas, frutas e outras partes comest¡veis de plantas, preparados ou conservados em vinagre ou em  cido ac‚tico, em embalagens de conte£do inferior ou igual a 1 kg;01/07/2017;1709000;Produtos aliment¡cios
2001;2001 - Produtos hort¡colas, frutas e outras partes comest¡veis de plantas, preparados ou conservados em vinagre ou em  cido ac‚tico, em embalagens de conte£do superior a 1 kg;01/07/2017;1709001;Produtos aliment¡cios
2004;2004 - Outros produtos hort¡colas preparados ou conservados, exceto em vinagre ou em  cido ac‚tico, congelados, com exce‡Æo dos produtos da posi‡Æo 20.06, em embalagens de conte£do inferior ou igual a 1 kg;01/07/2017;1709100;Produtos aliment¡cios
2004;2004 - Outros produtos hort¡colas preparados ou conservados, exceto em vinagre ou em  cido ac‚tico, congelados, com exce‡Æo dos produtos da posi‡Æo 20.06, em embalagens de conte£do superior a 1 kg;01/07/2017;1709101;Produtos aliment¡cios
2005;2005 - Outros produtos hort¡colas preparados ou conservados, exceto em vinagre ou em  cido ac‚tico, nÆo congelados, com exce‡Æo dos produtos da posi‡Æo 20.06, exclu¡dos batata, inhame e mandioca fritos, em embalagens de conte£do inferior ou igual a 1 kg;01/07/2017;1709200;Produtos aliment¡cios
2005;2005 - Outros produtos hort¡colas preparados ou conservados, exceto em vinagre ou em  cido ac‚tico, nÆo congelados, com exce‡Æo dos produtos da posi‡Æo 20.06, exclu¡dos batata, inhame e mandioca fritos, em embalagens de conte£do superior a 1 kg;01/07/2017;1709201;Produtos aliment¡cios
20060000;20060000 - Produtos hort¡colas, frutas, cascas de frutas e outras partes de plantas, conservados com a‡£car (passados por calda, glaceados ou cristalizados), em embalagens de conte£do inferior ou igual a 1 kg;01/07/2017;1709300;Produtos aliment¡cios
20060000;20060000 - Produtos hort¡colas, frutas, cascas de frutas e outras partes de plantas, conservados com a‡£car (passados por calda, glaceados ou cristalizados), em embalagens de conte£do superior a 1 kg;01/07/2017;1709301;Produtos aliment¡cios
2007;2007 - Doces, geleias, “marmelades”, purˆs e pastas de frutas, obtidos por cozimento, com ou sem adi‡Æo de a‡£car ou de outros edulcorantes, em embalagens de conte£do inferior ou igual a 1 kg, exceto as embalagens individuais de conte£do inferior ou igual a 10 g;01/07/2017;1709400;Produtos aliment¡cios
2007;2007 - Doces, geleias, “marmelades”, purˆs e pastas de frutas, obtidos por cozimento, com ou sem adi‡Æo de a‡£car ou de outros edulcorantes, em embalagens de conte£do superior a 1 kg;01/07/2017;1709401;Produtos aliment¡cios
2008;2008 - Frutas e outras partes comest¡veis de plantas, preparadas ou conservadas de outro modo, com ou sem adi‡Æo de a‡£car ou de outros edulcorantes ou de  lcool, nÆo especificadas nem compreendidas em outras posi‡äes, exclu¡dos os amendoins e castanhas tipo aperitivo, da posi‡Æo 2008.1, em embalagens de conte£do inferior ou igual a 1 kg;01/07/2017;1709500;Produtos aliment¡cios
2008;2008 - Frutas e outras partes comest¡veis de plantas, preparadas ou conservadas de outro modo, com ou sem adi‡Æo de a‡£car ou de outros edulcorantes ou de  lcool, nÆo especificadas nem compreendidas em outras posi‡äes, exclu¡dos os amendoins e castanhas tipo aperitivo, da posi‡Æo 2008.1, em embalagens superior a 1 kg;01/07/2017;1709501;Produtos aliment¡cios
901;0901 - Caf‚ torrado e mo¡do, em embalagens de conte£do inferior ou igual a 2 kg, exceto os classificados nos CEST 17.096.04 e 17.096.05;01/07/2017;1709600;Produtos aliment¡cios
901;0901 - Caf‚ torrado e mo¡do, em embalagens de conte£do superior a 2 kg;01/07/2017;1709601;Produtos aliment¡cios
901;0901 - Caf‚ torrado em grÆo, em embalagens de conte£do inferior ou igual a 2 kg;01/07/2017;1709602;Produtos aliment¡cios
901;0901 - Caf‚ torrado em grÆo, em embalagens de conte£do superior a 2 kg;01/07/2017;1709603;Produtos aliment¡cios
901;0901 - Caf‚ torrado e mo¡do, em c psulas, exceto os descritos no CEST 17.096.05;01/07/2017;1709604;Produtos aliment¡cios
901;0901 - Caf‚ descafeinado torrado e mo¡do, em c psulas;01/07/2017;1709605;Produtos aliment¡cios
902;0902 - Ch , mesmo aromatizado;01/07/2017;1709700;Produtos aliment¡cios
12119090;12119090 - Ch , mesmo aromatizado;01/07/2017;1709700;Produtos aliment¡cios
21069090;21069090 - Ch , mesmo aromatizado;01/07/2017;1709700;Produtos aliment¡cios
90300;090300 - Mate;01/07/2017;1709800;Produtos aliment¡cios
17011;17011 - A‡£car refinado, em embalagens de conte£do inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachˆs) de conte£do inferior ou igual a 10 g;01/07/2017;1709900;Produtos aliment¡cios
17019900;17019900 - A‡£car refinado, em embalagens de conte£do inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachˆs) de conte£do inferior ou igual a 10 g;01/07/2017;1709900;Produtos aliment¡cios
17011;17011 - A‡£car refinado, em embalagens de conte£do superior a 2 kg e inferior ou igual a 5 kg;01/07/2017;1709901;Produtos aliment¡cios
17019900;17019900 - A‡£car refinado, em embalagens de conte£do superior a 2 kg e inferior ou igual a 5 kg;01/07/2017;1709901;Produtos aliment¡cios
17011;17011 - A‡£car refinado, em embalagens de conte£do superior a 5 kg;01/07/2017;1709902;Produtos aliment¡cios
17019900;17019900 - A‡£car refinado, em embalagens de conte£do superior a 5 kg;01/07/2017;1709902;Produtos aliment¡cios
17019100;17019100 - A‡£car refinado adicionado de aromatizante ou de corante em embalagens de conte£do inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachˆs) de conte£do inferior ou igual a 10 g;01/07/2017;1710000;Produtos aliment¡cios
17019100;17019100 - A‡£car refinado adicionado de aromatizante ou de corante em embalagens de conte£do superior a 2 kg e inferior ou igual a 5 kg;01/07/2017;1710001;Produtos aliment¡cios
17019100;17019100 - A‡£car refinado adicionado de aromatizante ou de corante em embalagens de conte£do superior a 5 kg;01/07/2017;1710002;Produtos aliment¡cios
17011;17011 - A‡£car cristal, em embalagens de conte£do inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachˆs) de conte£do inferior ou igual a 10 g;01/07/2017;1710100;Produtos aliment¡cios
17019900;17019900 - A‡£car cristal, em embalagens de conte£do inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachˆs) de conte£do inferior ou igual a 10 g;01/07/2017;1710100;Produtos aliment¡cios
17011;17011 - A‡£car cristal, em embalagens de conte£do superior a 2 kg e inferior ou igual a 5 kg;01/07/2017;1710101;Produtos aliment¡cios
17019900;17019900 - A‡£car cristal, em embalagens de conte£do superior a 2 kg e inferior ou igual a 5 kg;01/07/2017;1710101;Produtos aliment¡cios
17011;17011 - A‡£car cristal, em embalagens de conte£do superior a 5 kg;01/07/2017;1710102;Produtos aliment¡cios
17019900;17019900 - A‡£car cristal, em embalagens de conte£do superior a 5 kg;01/07/2017;1710102;Produtos aliment¡cios
17019100;17019100 - A‡£car cristal adicionado de aromatizante ou de corante, em embalagens de conte£do inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachˆs) de conte£do inferior ou igual a 10 g;01/07/2017;1710200;Produtos aliment¡cios
17019100;17019100 - A‡£car cristal adicionado de aromatizante ou de corante, em embalagens de conte£do superior a 2 kg e inferior ou igual a 5 kg;01/07/2017;1710201;Produtos aliment¡cios
170191;170191 - A‡£car cristal adicionado de aromatizante ou de corante, em embalagens de conte£do superior a 5 kg;01/07/2017;1710202;Produtos aliment¡cios
17011;17011 - Outros tipos de a‡£car, em embalagens de conte£do inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachˆs) de conte£do inferior ou igual a 10 g;01/07/2017;1710300;Produtos aliment¡cios
17019900;17019900 - Outros tipos de a‡£car, em embalagens de conte£do inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachˆs) de conte£do inferior ou igual a 10 g;01/07/2017;1710300;Produtos aliment¡cios
17011;17011 - Outros tipos de a‡£car, em embalagens de conte£do superior a 2 kg e inferior ou igual a 5 kg;01/07/2017;1710301;Produtos aliment¡cios
17019900;17019900 - Outros tipos de a‡£car, em embalagens de conte£do superior a 2 kg e inferior ou igual a 5 kg;01/07/2017;1710301;Produtos aliment¡cios
17011;17011 - Outros tipos de a‡£car, em embalagens de conte£do superior a 5 kg;01/07/2017;1710302;Produtos aliment¡cios
17019900;17019900 - Outros tipos de a‡£car, em embalagens de conte£do superior a 5 kg;01/07/2017;1710302;Produtos aliment¡cios
17019100;17019100 - Outros tipos de a‡£car adicionado de aromatizante ou de corante, em embalagens de conte£do inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachˆs) de conte£do inferior ou igual a 10 g;01/07/2017;1710400;Produtos aliment¡cios
17019100;17019100 - Outros tipos de a‡£car adicionado de aromatizante ou de corante, em embalagens de conte£do superior a 2 kg e inferior ou igual a 5 kg;01/07/2017;1710401;Produtos aliment¡cios
17019100;17019100 - Outros tipos de a‡£car adicionado de aromatizante ou de corante, em embalagens de conte£do superior a 5 kg;01/07/2017;1710402;Produtos aliment¡cios
1702;1702 - Outros a‡£cares em embalagens de conte£do inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachˆs) de conte£do inferior ou igual a 10 g;01/07/2017;1710500;Produtos aliment¡cios
1702;1702 - Outros a‡£cares, em embalagens de conte£do superior a 2 kg e inferior ou igual a 5 kg;01/07/2017;1710501;Produtos aliment¡cios
1702;1702 - Outros a‡£cares, em embalagens de conte£do superior a 5 kg;01/07/2017;1710502;Produtos aliment¡cios
20081900;20081900 - Milho para pipoca (micro-ondas);01/07/2017;1710600;Produtos aliment¡cios
21011;21011 - Extratos, essˆncias e concentrados de caf‚ e prepara‡äes … base destes extratos, essˆncias ou concentrados ou … base de caf‚, em embalagens de conte£do inferior ou igual a 500 g, exceto os classificados no CEST 17.107.01;01/07/2017;1710700;Produtos aliment¡cios
21011;21011 - Extratos, essˆncias e concentrados de caf‚ e prepara‡äes … base destes extratos, essˆncias ou concentrados ou … base de caf‚, em c psulas;01/07/2017;1710701;Produtos aliment¡cios
210120;210120 - Extratos, essˆncias e concentrados de ch  ou de mate e prepara‡äes … base destes extratos, essˆncias ou concentrados ou … base de ch  ou de mate, em embalagens de conte£do inferior ou igual a 500 g, exceto as bebidas prontas … base de mate ou ch  e os itens classificados no CEST 17.108.01;01/07/2017;1710800;Produtos aliment¡cios
210120;210120 - Extratos, essˆncias e concentrados de ch  ou de mate e prepara‡äes … base destes extratos, essˆncias ou concentrados ou … base de ch  ou de mate, em c psulas;01/07/2017;1710801;Produtos aliment¡cios
19019090;19019090 - Prepara‡äes em p¢ para cappuccino e similares, em embalagens de conte£do inferior ou igual a 500 g;01/07/2017;1710900;Produtos aliment¡cios
21011190;21011190 - Prepara‡äes em p¢ para cappuccino e similares, em embalagens de conte£do inferior ou igual a 500 g;01/07/2017;1710900;Produtos aliment¡cios
21011200;21011200 - Prepara‡äes em p¢ para cappuccino e similares, em embalagens de conte£do inferior ou igual a 500 g;01/07/2017;1710900;Produtos aliment¡cios
22021000;22021000 - Refrescos e outras bebidas prontas para beber, … base de ch  e mate;01/07/2017;1711000;Produtos aliment¡cios
22021000;22021000 - Refrescos e outras bebidas nÆo alco¢licas, exceto os refrigerantes e as demais bebidas nos CEST 03.007.00 e 17.110.00;01/07/2017;1711100;Produtos aliment¡cios
22029900;22029900 - N‚ctares de frutas e outras bebidas nÆo alco¢licas prontas para beber, exceto isot“nicos e energ‚ticos;01/07/2017;1711200;Produtos aliment¡cios
210120;210120 - Bebidas prontas … base de mate ou ch ;01/07/2017;1711300;Produtos aliment¡cios
22029900;22029900 - Bebidas prontas … base de mate ou ch ;01/07/2017;1711300;Produtos aliment¡cios
22029900;22029900 - Bebidas prontas … base de caf‚;01/07/2017;1711400;Produtos aliment¡cios
22029900;22029900 - Bebidas alimentares prontas … base de soja, leite ou cacau, inclusive os produtos denominados bebidas l cteas;01/07/2017;1711500;Produtos aliment¡cios
32131000;32131000 - Tinta guache;01/07/2017;1900100;Produtos de papelaria
39162000;39162000 - Espiral - perfil para encaderna‡Æo, de pl stico e outros materiais classificados nas posi‡äes 3901 a 3914;01/07/2017;1900200;Produtos de papelaria
39161000;39161000 - Outros espirais - perfil para encaderna‡Æo, de pl stico e outros materiais classificados nas posi‡äes 3901 a 3914;01/07/2017;1900300;Produtos de papelaria
391690;391690 - Outros espirais - perfil para encaderna‡Æo, de pl stico e outros materiais classificados nas posi‡äes 3901 a 3914;01/07/2017;1900300;Produtos de papelaria
39261000;39261000 - Artigos de escrit¢rio e artigos escolares de pl stico e outros materiais classificados nas posi‡äes 3901 a 3914, exceto estojos;01/07/2017;1900400;Produtos de papelaria
42021;42021 - Maletas e pastas para documentos e de estudante, e artefatos semelhantes;01/07/2017;1900500;Produtos de papelaria
42029;42029 - Maletas e pastas para documentos e de estudante, e artefatos semelhantes;01/07/2017;1900500;Produtos de papelaria
42021;42021 - Ba£s, malas e maletas para viagem;01/07/2017;1900501;Produtos de papelaria
42029;42029 - Ba£s, malas e maletas para viagem;01/07/2017;1900501;Produtos de papelaria
39269090;39269090 - Prancheta de pl stico;01/07/2017;1900600;Produtos de papelaria
48022090;48022090 - Bobina para fax;01/07/2017;1900700;Produtos de papelaria
48119090;48119090 - Bobina para fax;01/07/2017;1900700;Produtos de papelaria
4802549;4802549 - Papel seda;01/07/2017;1900800;Produtos de papelaria
48025499;48025499 - Bobina para m quina de calcular, PDV ou equipamentos similares;01/07/2017;1900900;Produtos de papelaria
48025799;48025799 - Bobina para m quina de calcular, PDV ou equipamentos similares;01/07/2017;1900900;Produtos de papelaria
48162000;48162000 - Bobina para m quina de calcular, PDV ou equipamentos similares;01/07/2017;1900900;Produtos de papelaria
4802569;"4802569 - Cartolina escolar e papel cartÆo, brancos e coloridos; recados auto adesivos (LP note); pap‚is de presente, todos cortados em tamanho pronto para uso escolar e dom‚stico";01/07/2017;1901000;Produtos de papelaria
4802579;"4802579 - Cartolina escolar e papel cartÆo, brancos e coloridos; recados auto adesivos (LP note); pap‚is de presente, todos cortados em tamanho pronto para uso escolar e dom‚stico";01/07/2017;1901000;Produtos de papelaria
4802589;"4802589 - Cartolina escolar e papel cartÆo, brancos e coloridos; recados auto adesivos (LP note); pap‚is de presente, todos cortados em tamanho pronto para uso escolar e dom‚stico";01/07/2017;1901000;Produtos de papelaria
